CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
14295,41,1,166.20000000000002,3,1,1,311
14297,18,4,1182.45,4,4,4,444
14298,9,40,27322.08,5,5,5,555
14299,9,9,3153.34,5,5,5,555
14300,19,1,43.2,4,1,1,411
14301,118,1,128.7,2,1,1,211
14304,223,1,383.45,1,1,2,112
14305,72,3,1858.96,3,3,5,335
14306,52,2,1219.88,3,3,4,334
14307,89,6,2892.46,2,5,5,255
14309,9,9,1981.8500000000001,5,5,5,555
14311,243,1,296.22,1,1,2,112
14312,47,6,1534.31,3,5,4,354
14314,107,1,93.47999999999999,2,1,1,211
14315,45,6,2421.13,3,5,5,355
14317,65,1,508.58000000000004,3,1,3,313
14320,207,2,477.79,1,3,3,133
14321,11,5,1293.35,5,4,4,544
14323,115,2,605.0600000000001,2,3,3,233
14326,243,1,123.85000000000001,1,1,1,111
14327,164,1,311.65,2,1,2,212
14329,18,7,4818.28,4,5,5,455
14331,125,2,462.65999999999997,2,3,3,233
14332,23,3,559.05,4,3,3,433
14333,68,1,415.2,3,1,3,313
14334,17,8,2436.21,4,5,5,455
14335,17,2,434.7,4,3,3,433
14336,17,4,1320.91,4,4,4,444
14338,162,2,574.3,2,3,3,233
14339,243,1,309.52,1,1,2,112
14340,219,1,134.7,1,1,1,111
14341,46,8,2002.82,3,5,5,355
14342,22,4,492.8,4,4,3,443
14344,128,8,828.73,2,5,4,254
14345,39,1,108.97999999999999,3,1,1,311
14346,121,2,1006.46,2,3,4,234
14348,261,1,409.57,1,1,2,112
14349,11,1,133.5,5,1,1,511
14350,275,1,282.93,1,1,2,112
14351,165,1,51.0,2,1,1,211
14352,158,4,1055.56,2,4,4,244
14353,216,1,90.6,1,1,1,111
14354,6,2,126.17999999999999,5,3,1,531
14355,366,1,174.4,1,1,1,111
14356,80,2,701.23,2,3,3,233
14357,44,1,225.12,3,1,2,312
14359,20,3,912.18,4,3,4,434
14360,32,4,2118.03,4,4,5,445
14362,23,1,151.5,4,1,1,411
14364,109,8,1401.55,2,5,4,254
14367,9,16,8444.74,5,5,5,555
14368,320,1,155.0,1,1,1,111
14371,296,1,100.5,1,1,1,111
14373,359,1,76.55,1,1,1,111
14375,186,1,235.56,1,1,2,112
14377,192,2,422.05,1,3,3,133
14379,45,2,348.1,3,3,2,332
14381,53,1,202.68,3,1,1,311
14382,27,1,464.53,4,1,3,413
14383,39,3,1089.77,3,3,4,334
14385,10,3,202.11,5,3,1,531
14386,297,1,142.4,1,1,1,111
14387,33,3,1727.6,4,3,5,435
14388,11,8,3062.96,5,5,5,555
14389,66,2,821.94,3,3,4,334
14390,11,9,3841.77,5,5,5,555
14393,219,1,67.95,1,1,1,111
14395,3,9,3479.91,5,5,5,555
14396,66,2,487.99,3,3,3,333
14397,3,17,1296.92,5,5,4,554
14400,150,1,326.48,2,1,2,212
14401,5,13,3126.64,5,5,5,555
14403,131,4,690.45,2,4,3,243
14404,34,6,1341.68,3,5,4,354
14406,120,1,126.15,2,1,1,211
14407,108,6,1349.73,2,5,4,254
14408,11,7,1878.23,5,5,5,555
14409,72,4,945.37,3,4,4,344
14410,93,9,1100.27,2,5,4,254
14411,311,1,962.2,1,1,4,114
14412,43,2,684.43,3,3,3,333
14413,363,1,121.05,1,1,1,111
14414,92,7,1073.22,2,5,4,254
14415,2,13,5669.39,5,5,5,555
14416,23,2,189.5,4,3,1,431
14418,4,3,1644.69,5,3,4,534
14419,11,6,1051.79,5,5,4,554
14420,100,1,387.52,2,1,2,212
14421,58,2,813.11,3,3,4,334
14422,1,6,3990.84,5,5,5,555
14423,219,1,20.4,1,1,1,111
14426,24,10,3677.51,4,5,5,455
14427,51,2,287.74,3,3,2,332
14428,8,5,1147.74,5,4,4,544
14431,303,1,470.36,1,1,3,113
14432,10,6,2129.36,5,5,5,555
14434,22,6,964.8000000000001,4,5,4,454
14436,99,1,89.06,2,1,1,211
14437,366,1,63.0,1,1,1,111
14438,307,1,131.9,1,1,1,111
14439,320,1,2474.04,1,1,5,115
14440,9,5,2276.08,5,4,5,545
14441,1,4,1712.89,5,4,5,545
14442,205,2,1589.82,1,3,4,134
14443,54,4,1406.28,3,4,4,344
14446,1,4,969.67,5,4,4,544
14447,19,5,1163.23,4,4,4,444
14448,10,2,137.75,5,3,1,531
14449,19,4,885.8,4,4,4,444
14450,181,3,483.25,1,3,3,133
14451,61,2,643.9,3,3,3,333
14452,11,2,259.05,5,3,2,532
14453,191,1,119.93,1,1,1,111
14456,6,9,2895.86,5,5,5,555
14457,311,1,68.64,1,1,1,111
14459,156,1,1563.3600000000001,2,1,4,214
14460,111,3,150.0,2,3,1,231
14461,149,3,1967.86,2,3,5,235
14462,67,11,1950.33,3,5,5,355
14463,99,3,229.79999999999998,2,3,2,232
14465,247,3,577.94,1,3,3,133
14466,30,7,2064.5,4,5,5,455
14467,18,4,596.26,4,4,3,443
14470,12,2,430.59000000000003,5,3,3,533
14472,104,8,1821.95,2,5,5,255
14473,75,2,196.18,2,3,1,231
14474,47,1,547.66,3,1,3,313
14475,72,3,911.81,3,3,4,334
14476,258,1,193.0,1,1,1,111
14477,51,1,83.2,3,1,1,311
14479,254,2,316.25,1,3,2,132
14480,12,1,279.05,5,1,2,512
14481,165,2,554.91,2,3,3,233
14482,19,6,1125.03,4,5,4,454
14483,282,1,137.1,1,1,1,111
14484,51,1,301.76,3,1,2,312
14485,39,1,162.8,3,1,1,311
14487,27,6,1165.48,4,5,4,454
14488,68,1,781.08,3,1,4,314
14489,208,1,433.5,1,1,3,113
14491,176,2,340.93,2,3,2,232
14493,8,5,2330.68,5,4,5,545
14494,26,1,139.56,4,1,1,411
14495,51,2,123.8,3,3,1,331
14496,312,2,416.77000000000004,1,3,3,133
14497,310,1,475.37,1,1,3,113
14498,43,5,1837.32,3,4,5,345
14499,27,3,808.44,4,3,4,434
14500,89,3,281.85,2,3,2,232
14501,184,2,251.21,1,3,2,132
14502,20,11,2429.83,4,5,5,455
14503,4,6,3166.36,5,5,5,555
14504,48,4,673.26,3,4,3,343
14505,18,8,5623.45,4,5,5,455
14506,18,5,1915.65,4,4,5,445
14507,41,5,1130.28,3,4,4,344
14508,23,2,268.05,4,3,2,432
14511,12,5,1274.01,5,4,4,544
14512,188,2,275.28,1,3,2,132
14513,207,2,183.75,1,3,1,131
14514,62,3,899.0,3,3,4,334
14515,18,6,1773.71,4,5,5,455
14517,34,2,330.45,3,3,2,332
14518,65,1,137.89,3,1,1,311
14520,2,1,43.2,5,1,1,511
14522,72,3,405.26,3,3,2,332
14523,109,1,173.41,2,1,1,211
14524,32,9,1843.83,4,5,5,455
14525,20,9,2728.86,4,5,5,455
14527,3,55,8405.41,5,5,5,555
14528,38,1,251.83999999999997,3,1,2,312
14529,61,3,578.61,3,3,3,333
14530,26,6,2574.65,4,5,5,455
14532,237,4,932.85,1,4,4,144
14533,25,6,789.24,4,5,4,454
14534,3,18,4195.18,5,5,5,555
14535,61,3,2776.98,3,3,5,335
14536,260,1,170.95,1,1,1,111
14537,58,1,355.56,3,1,2,312
14538,65,2,388.25,3,3,2,332
14539,16,2,517.32,4,3,3,433
14540,10,3,952.66,5,3,4,534
14541,59,8,1409.85,3,5,4,354
14542,186,1,103.25,1,1,1,111
14543,29,16,2485.13,4,5,5,455
14544,25,2,1348.72,4,3,4,434
14546,6,5,2573.93,5,4,5,545
14547,4,8,3797.71,5,5,5,555
14549,312,1,281.68,1,1,2,112
14550,11,2,703.6700000000001,5,3,3,533
14551,19,2,186.23,4,3,1,431
14552,152,1,164.22,2,1,1,211
14553,20,5,853.5699999999999,4,4,4,444
14554,11,4,2124.33,5,4,5,545
14555,58,2,251.7,3,3,2,332
14557,86,1,287.44,2,1,2,212
14560,17,18,1860.1299999999999,4,5,5,455
14561,76,3,1003.72,2,3,4,234
14562,4,18,5006.77,5,5,5,555
14565,96,4,2982.36,2,4,5,245
14567,57,2,1530.3600000000001,3,3,4,334
14569,2,1,104.99,5,1,1,511
14570,281,2,218.06,1,3,2,132
14572,4,7,2740.06,5,5,5,555
14573,180,9,1625.9,2,5,4,254
14576,373,1,35.400000000000006,1,1,1,111
14577,13,4,859.71,5,4,4,544
14578,4,1,111.51,5,1,1,511
14581,17,1,103.92,4,1,1,411
14582,41,1,114.11,3,1,1,311
14583,6,5,953.9,5,4,4,544
14584,170,4,1033.06,2,4,4,244
14585,51,1,157.05,3,1,1,311
14586,277,1,202.44,1,1,1,111
14587,19,9,1572.73,4,5,4,454
14589,372,1,39.75,1,1,1,111
14591,16,4,1033.21,4,4,4,444
14592,36,3,557.94,3,3,3,333
14593,22,3,617.15,4,3,3,433
14594,8,2,363.33,5,3,2,532
14595,20,6,1703.16,4,5,5,455
14597,12,1,295.74,5,1,2,512
14598,45,1,221.97,3,1,2,312
14600,306,1,393.33000000000004,1,1,2,112
14601,11,1,123.96000000000001,5,1,1,511
14606,2,93,11363.06,5,5,5,555
14607,19,3,450.9,4,3,3,433
14608,5,3,1017.1500000000001,5,3,4,534
14616,285,1,10.08,1,1,1,111
14618,10,3,438.84000000000003,5,3,3,533
14619,246,1,394.44,1,1,2,112
14620,206,2,384.34000000000003,1,3,2,132
14621,2,5,1733.52,5,4,5,545
14622,185,1,320.58000000000004,1,1,2,112
14623,33,5,826.7,4,4,4,444
14624,58,2,225.85,3,3,2,332
14625,197,2,899.63,1,3,4,134
14626,24,4,2557.27,4,4,5,445
14628,92,2,671.96,2,3,3,233
14629,5,2,955.26,5,3,4,534
14631,51,3,755.82,3,3,3,333
14632,263,1,95.84,1,1,1,111
14633,267,1,344.90000000000003,1,1,2,112
14636,37,2,609.85,3,3,3,333
14638,51,1,443.6,3,1,3,313
14639,53,6,2860.77,3,5,5,355
14640,25,6,2047.26,4,5,5,455
14641,22,1,110.46,4,1,1,411
14642,59,1,19.8,3,1,1,311
14643,171,2,343.57,2,3,2,232
14644,68,2,741.12,3,3,3,333
14645,157,2,578.37,2,3,3,233
14646,3,58,25623.12,5,5,5,555
14647,202,1,236.04000000000002,1,1,2,112
14649,5,4,1138.11,5,4,4,544
14651,68,2,653.75,3,3,3,333
14652,78,1,114.18,2,1,1,211
14653,2,7,1926.65,5,5,5,555
14655,9,4,954.23,5,4,4,544
14656,170,2,291.05,2,3,2,232
14657,18,4,848.22,4,4,4,444
14658,6,2,247.15,5,3,2,532
14659,9,9,2529.93,5,5,5,555
14660,87,2,285.74,2,3,2,232
14661,27,1,107.95,4,1,1,411
14662,29,4,719.95,4,4,3,443
14664,20,2,636.24,4,3,3,433
14665,61,4,1754.1000000000001,3,4,5,345
14666,25,1,195.25,4,1,1,411
14667,11,25,7304.34,5,5,5,555
14669,242,3,1245.32,1,3,4,134
14670,281,2,392.86,1,3,2,132
14672,235,2,699.27,1,3,3,133
14673,4,5,1334.64,5,4,4,544
14675,17,1,508.96,4,1,3,413
14676,32,5,838.12,4,4,4,444
14680,26,15,4308.6,4,5,5,455
14681,72,3,158.95,3,3,1,331
14684,26,5,1201.51,4,4,4,444
14687,107,1,217.01999999999998,2,1,2,212
14688,8,20,3920.2200000000003,5,5,5,555
14689,209,1,112.8,1,1,1,111
14690,45,2,355.05,3,3,2,332
14691,31,5,1992.29,4,4,5,445
14692,138,4,591.55,2,4,3,243
14693,265,1,172.9,1,1,1,111
14696,5,7,1912.39,5,5,5,555
14697,219,2,121.41,1,3,1,131
14698,2,5,1217.27,5,4,4,544
14699,215,1,109.13000000000001,1,1,1,111
14700,33,3,1549.98,4,3,4,434
14701,11,9,2526.09,5,5,5,555
14702,2,17,3217.09,5,5,5,555
14703,15,1,318.17,5,1,2,512
14704,12,9,1488.08,5,5,4,554
14708,3,3,804.41,5,3,4,534
14709,16,13,4782.32,4,5,5,455
14710,15,4,599.48,5,4,3,543
14711,11,11,2767.62,5,5,5,555
14712,30,3,877.23,4,3,4,434
14713,10,11,2423.2,5,5,5,555
14714,25,1,79.55,4,1,1,411
14715,25,4,795.88,4,4,4,444
14716,44,2,229.75,3,3,2,332
14719,2,5,1581.84,5,4,4,544
14720,6,3,663.81,5,3,3,533
14722,148,1,180.42000000000002,2,1,1,211
14723,11,6,1107.24,5,5,4,554
14725,25,1,533.48,4,1,3,413
14727,275,1,268.58,1,1,2,112
14729,374,1,313.49,1,1,2,112
14730,2,8,1897.57,5,5,5,555
14731,48,3,366.58,3,3,2,332
14732,9,8,2582.4900000000002,5,5,5,555
14733,17,12,6180.59,4,5,5,455
14735,4,31,5165.57,5,5,5,555
14737,4,3,785.35,5,3,4,534
14738,43,7,1225.65,3,5,4,354
14739,20,6,777.18,4,5,3,453
14740,198,3,1448.21,1,3,4,134
14741,12,6,1306.74,5,5,4,554
14744,17,6,439.98,4,5,3,453
14745,113,5,1117.3,2,4,4,244
14747,250,1,328.2,1,1,2,112
14748,30,5,1393.69,4,4,4,444
14752,44,1,129.0,3,1,1,311
14753,88,1,563.15,2,1,3,213
14754,45,2,638.05,3,3,3,333
14755,10,11,4910.92,5,5,5,555
14756,16,1,708.36,4,1,3,413
14757,76,1,420.5,2,1,3,213
14758,145,4,1446.62,2,4,4,244
14759,5,3,1625.97,5,3,4,534
14760,298,1,89.2,1,1,1,111
14761,59,2,255.9,3,3,2,332
14762,264,1,277.12,1,1,2,112
14764,47,1,79.8,3,1,1,311
14765,30,3,233.11,4,3,2,432
14766,9,6,2400.57,5,5,5,555
14768,18,2,192.60000000000002,4,3,1,431
14769,3,8,9750.15,5,5,5,555
14770,233,2,845.82,1,3,4,134
14772,113,1,139.26,2,1,1,211
14775,59,3,879.42,3,3,4,334
14776,52,11,1239.54,3,5,4,354
14778,128,2,730.86,2,3,3,233
14779,281,3,386.15,1,3,2,132
14780,55,2,447.68,3,3,3,333
14782,320,1,110.10000000000001,1,1,1,111
14784,27,2,271.27000000000004,4,3,2,432
14785,16,1,39.480000000000004,4,1,1,411
14788,8,2,665.52,5,3,3,533
14789,29,1,169.2,4,1,1,411
14790,17,4,639.46,4,4,3,443
14792,64,1,6.2,3,1,1,311
14793,22,1,228.99,4,1,2,412
14794,3,7,1319.91,5,5,4,554
14795,167,1,131.45000000000002,2,1,1,211
14796,2,17,7441.43,5,5,5,555
14798,53,3,173.74,3,3,1,331
14799,52,1,136.82,3,1,1,311
14800,48,12,3999.67,3,5,5,355
14801,62,1,189.34,3,1,1,311
14803,163,3,478.34999999999997,2,3,3,233
14804,9,1,353.27,5,1,2,512
14805,16,4,546.4,4,4,3,443
14806,76,1,74.95,2,1,1,211
14808,40,8,1973.45,3,5,5,355
14810,41,11,2085.33,3,5,5,355
14813,370,2,152.88,1,3,1,131
14815,37,2,737.22,3,3,3,333
14816,198,1,271.85,1,1,2,112
14817,201,2,1081.98,1,3,4,134
14818,74,3,507.8,2,3,3,233
14819,65,2,227.07,3,3,2,332
14820,22,4,507.29,4,4,3,443
14821,367,1,48.800000000000004,1,1,1,111
14823,181,3,321.43,1,3,2,132
14824,11,4,711.71,5,4,3,543
14825,4,12,2221.01,5,5,5,555
14828,197,2,513.2800000000001,1,3,3,133
14829,30,4,650.83,4,4,3,443
14830,54,1,188.88,3,1,1,311
14834,18,6,1591.42,4,5,4,454
14836,11,3,102.44999999999999,5,3,1,531
14837,90,4,1613.5,2,4,4,244
14840,268,1,62.85,1,1,1,111
14841,54,6,3150.48,3,5,5,355
14842,44,4,2801.29,3,4,5,345
14844,64,4,2294.81,3,4,5,345
14847,149,1,309.4,2,1,2,212
14849,22,25,7294.34,4,5,5,455
14850,312,1,325.75,1,1,2,112
14851,24,2,448.35,4,3,3,433
14852,59,6,2497.4900000000002,3,5,5,355
14853,25,2,475.8,4,3,3,433
14854,79,7,2065.03,2,5,5,255
14855,120,2,471.35,2,3,3,233
14856,37,3,1190.69,3,3,4,334
14857,60,2,1173.12,3,3,4,334
14859,13,4,1312.94,5,4,4,544
14860,20,1,149.44,4,1,1,411
14861,53,1,83.37,3,1,1,311
14862,26,2,783.92,4,3,4,434
14863,30,1,266.76,4,1,2,412
14865,8,2,43.08,5,3,1,531
14866,11,6,740.6200000000001,5,5,3,553
14867,186,3,710.28,1,3,3,133
14868,4,8,2871.9900000000002,5,5,5,555
14869,9,2,696.97,5,3,3,533
14870,262,1,327.25,1,1,2,112
14871,4,4,501.28000000000003,5,4,3,543
14873,211,1,519.68,1,1,3,113
14875,108,2,1093.8,2,3,4,234
14878,13,9,1315.89,5,5,4,554
14880,78,3,690.59,2,3,3,233
14881,20,1,221.2,4,1,2,412
14882,27,2,589.7,4,3,3,433
14883,19,6,727.75,4,5,3,453
14885,132,1,102.0,2,1,1,211
14886,253,1,364.8,1,1,2,112
14888,208,1,369.2,1,1,2,112
14889,337,1,135.9,1,1,1,111
14890,254,1,125.65,1,1,1,111
14891,149,2,468.1,2,3,3,233
14893,10,2,1193.93,5,3,4,534
14894,86,1,614.95,2,1,3,213
14895,8,20,10691.59,5,5,5,555
14896,205,2,468.77000000000004,1,3,3,133
14897,8,4,1366.38,5,4,4,544
14898,24,6,1016.47,4,5,4,454
14901,12,9,1370.41,5,5,4,554
14902,26,1,332.66,4,1,2,412
14903,22,5,2764.13,4,4,5,445
14904,3,2,577.12,5,3,3,533
14905,158,2,371.35,2,3,2,232
14907,4,7,3408.58,5,5,5,555
14908,75,1,232.79999999999998,2,1,2,212
14910,3,4,434.35,5,4,3,543
14911,2,198,114191.81,5,5,5,555
14912,17,2,388.57,4,3,2,432
14913,36,4,1033.37,3,4,4,344
14915,92,2,307.48,2,3,2,232
14916,71,4,1207.66,3,4,4,344
14918,116,2,1490.39,2,3,4,234
14920,213,2,940.45,1,3,4,134
14921,31,2,1255.23,4,3,4,434
14923,51,1,722.7,3,1,3,313
14924,246,1,310.05,1,1,2,112
14929,33,1,223.88,4,1,2,412
14930,109,3,2322.16,2,3,5,235
14931,5,5,1257.68,5,4,4,544
14932,366,1,363.53,1,1,2,112
14934,82,2,1587.94,2,3,4,234
14936,34,8,7846.22,3,5,5,355
14937,57,2,1409.48,3,3,4,334
14944,30,12,4773.45,4,5,5,455
14946,15,1,100.9,5,1,1,511
14947,73,2,290.82,2,3,2,232
14948,24,6,1075.41,4,5,4,454
14950,20,1,371.2,4,1,2,412
14951,80,1,297.77,2,1,2,212
14952,60,9,4769.27,3,5,5,355
14953,26,1,271.99,4,1,2,412
14954,13,1,294.85,5,1,2,512
14957,254,1,58.49,1,1,1,111
14958,148,3,483.72999999999996,2,3,3,233
14959,65,4,641.34,3,4,3,343
14960,9,2,198.07,5,3,1,531
14961,11,9,6539.68,5,5,5,555
14962,271,1,56.5,1,1,1,111
14963,10,5,1160.98,5,4,4,544
14964,248,1,104.45,1,1,1,111
14965,97,2,596.09,2,3,3,233
14966,15,1,167.9,5,1,1,511
14967,50,1,139.8,3,1,1,311
14968,31,1,147.59,4,1,1,411
14970,69,4,1592.06,3,4,4,344
14971,36,3,1011.6,3,3,4,334
14972,129,1,114.77,2,1,1,211
14973,108,3,1314.45,2,3,4,234
14974,38,1,89.94,3,1,1,311
14975,58,1,38.65,3,1,1,311
14976,58,7,790.86,3,5,4,354
14978,73,5,1921.3700000000001,2,4,5,245
14981,247,1,102.12,1,1,1,111
14984,20,2,202.37,4,3,1,431
14985,199,2,273.29,1,3,2,132
14988,212,1,334.54,1,1,2,112
14995,39,2,231.98000000000002,3,3,2,332
14997,47,3,234.32,3,3,2,332
14998,171,2,414.87,2,3,3,233
15000,48,1,459.92,3,1,3,313
15002,116,4,1551.16,2,4,4,244
15004,148,1,1183.45,2,1,4,214
15005,16,28,6214.01,4,5,5,455
15006,52,1,480.38,3,1,3,313
15007,160,1,156.91,2,1,1,211
15009,13,3,1259.43,5,3,4,534
15010,36,1,308.94,3,1,2,312
15012,54,2,405.04,3,3,2,332
15014,44,2,175.17000000000002,3,3,1,331
15016,173,1,170.04,2,1,1,211
15017,34,1,125.58,3,1,1,311
15018,39,3,496.21000000000004,3,3,3,333
15019,267,1,252.81,1,1,2,112
15021,9,9,1871.77,5,5,5,555
15022,12,4,837.27,5,4,4,544
15023,4,11,6261.39,5,5,5,555
15024,10,10,1636.43,5,5,4,554
15025,34,1,361.96,3,1,2,312
15026,81,3,464.2,2,3,3,233
15027,31,4,781.15,4,4,4,444
15028,9,4,594.49,5,4,3,543
15030,72,2,214.8,3,3,2,332
15031,5,4,581.19,5,4,3,543
15032,257,3,339.1,1,3,2,132
15033,5,10,2529.1,5,5,5,555
15034,16,8,3583.21,4,5,5,455
15035,90,1,227.29000000000002,2,1,2,212
15036,73,3,406.15999999999997,2,3,2,232
15038,59,6,685.74,3,5,3,353
15039,10,47,17848.37,5,5,5,555
15041,171,1,179.93,2,1,1,211
15042,200,1,135.93,1,1,1,111
15044,20,17,7520.85,4,5,5,455
15045,152,2,735.66,2,3,3,233
15046,10,15,2793.58,5,5,5,555
15047,270,1,329.7,1,1,2,112
15048,66,4,381.0,3,4,2,342
15049,274,1,40.050000000000004,1,1,1,111
15050,26,3,1088.09,4,3,4,434
15051,24,3,1267.68,4,3,4,434
15052,320,1,207.73000000000002,1,1,2,112
15053,5,3,519.59,5,3,3,533
15054,13,2,302.1,5,3,2,532
15057,276,2,1280.1,1,3,4,134
15058,26,11,2075.34,4,5,5,455
15059,41,9,1317.92,3,5,4,354
15060,9,4,294.25,5,4,2,542
15061,4,35,7763.57,5,5,5,555
15062,72,4,928.28,3,4,4,344
15063,214,1,370.79999999999995,1,1,2,112
15065,38,4,3119.61,3,4,5,345
15066,54,1,893.59,3,1,4,314
15067,79,3,1564.4,2,3,4,234
15068,47,2,547.6,3,3,3,333
15069,180,1,1109.53,2,1,4,214
15071,94,2,859.6700000000001,2,3,4,234
15073,10,3,1043.41,5,3,4,534
15074,106,1,735.67,2,1,3,213
15075,78,1,620.63,2,1,3,213
15076,173,1,880.85,2,1,4,214
15078,8,32,9542.67,5,5,5,555
15079,213,4,732.41,1,4,3,143
15081,23,5,504.8,4,4,3,443
15083,257,1,88.2,1,1,1,111
15087,282,1,220.06,1,1,2,112
15088,22,2,1160.07,4,3,4,434
15089,11,6,2407.16,5,5,5,555
15090,309,1,357.92,1,1,2,112
15091,68,1,480.71,3,1,3,313
15092,216,2,457.81,1,3,3,133
15093,19,6,2887.28,4,5,5,455
15095,104,4,888.84,2,4,4,244
15096,43,1,219.39000000000001,3,1,2,312
15097,5,1,248.08,5,1,2,512
15098,183,1,649.5,1,1,3,113
15099,85,1,238.70000000000002,2,1,2,212
15100,334,1,175.2,1,1,1,111
15101,9,2,120.13000000000001,5,3,1,531
15103,32,2,703.36,4,3,3,433
15104,197,2,972.54,1,3,4,134
15105,19,7,1868.59,4,5,5,455
15106,18,5,1366.0,4,4,4,444
15107,331,5,248.1,1,4,2,142
15108,142,4,1300.25,2,4,4,244
15109,246,1,484.95,1,1,3,113
15110,24,4,996.1,4,4,4,444
15111,30,3,1567.48,4,3,4,434
15113,10,3,1724.69,5,3,5,535
15114,31,10,2650.16,4,5,5,455
15115,19,1,340.11,4,1,2,412
15116,18,4,1147.43,4,4,4,444
15117,15,5,1199.78,5,4,4,544
15119,246,1,266.4,1,1,2,112
15120,134,1,340.1,2,1,2,212
15121,51,2,457.72,3,3,3,333
15122,115,3,1458.28,2,3,4,234
15123,8,2,2032.03,5,3,5,535
15124,23,2,156.35,4,3,1,431
15125,61,10,3059.7,3,5,5,355
15127,66,1,346.53,3,1,2,312
15128,61,4,1385.44,3,4,4,344
15129,51,10,1717.1200000000001,3,5,5,355
15130,170,1,330.11,2,1,2,212
15132,19,5,791.69,4,4,4,444
15133,128,3,601.1800000000001,2,3,3,233
15134,15,8,1299.55,5,5,4,554
15135,240,1,139.05,1,1,1,111
15136,3,4,1234.5,5,4,4,544
15139,240,2,169.84,1,3,1,131
15140,53,7,1728.61,3,5,5,355
15142,47,1,480.02,3,1,3,313
15143,226,1,259.45,1,1,2,112
15144,9,17,6220.62,5,5,5,555
15145,5,4,1171.33,5,4,4,544
15146,165,2,1191.92,2,3,4,234
15147,241,1,600.1,1,1,3,113
15148,11,1,301.29,5,1,2,512
15149,134,1,475.8,2,1,3,213
15150,18,10,5182.49,4,5,5,455
15152,10,13,4686.29,5,5,5,555
15153,32,1,301.17,4,1,2,412
15154,76,1,254.28,2,1,2,212
15156,2,3,961.49,5,3,4,534
15157,4,3,1581.23,5,3,4,534
15158,46,1,119.76,3,1,1,311
15159,2,30,17037.41,5,5,5,555
15160,358,1,51.96,1,1,1,111
15163,19,2,295.77,4,3,2,432
15164,69,3,824.58,3,3,4,334
15165,374,1,487.75,1,1,3,113
15167,321,1,158.8,1,1,1,111
15168,26,1,106.56,4,1,1,411
15172,9,5,1430.73,5,4,4,544
15174,323,1,120.63,1,1,1,111
15175,72,1,212.5,3,1,2,312
15178,261,1,40.5,1,1,1,111
15179,19,4,1679.19,4,4,5,445
15180,368,1,87.5,1,1,1,111
15181,67,3,433.79999999999995,3,3,3,333
15182,155,2,622.85,2,3,3,233
15184,30,2,402.2,4,3,2,432
15185,71,1,219.82000000000002,3,1,2,312
15186,15,2,391.25,5,3,2,532
15187,2,16,3801.34,5,5,5,555
15189,2,41,7470.03,5,5,5,555
15192,120,3,817.4,2,3,4,234
15193,61,1,485.4,3,1,3,313
15194,4,15,5753.49,5,5,5,555
15197,11,3,896.01,5,3,4,534
15198,93,2,193.64,2,3,1,231
15199,60,4,503.70000000000005,3,4,3,343
15201,88,5,1116.54,2,4,4,244
15203,26,6,1757.4,4,5,5,455
15204,358,1,225.5,1,1,2,112
15205,86,2,624.8,2,3,3,233
15206,11,4,420.29999999999995,5,4,3,543
15208,2,5,870.12,5,4,4,544
15210,226,1,297.1,1,1,2,112
15211,61,2,894.4100000000001,3,3,4,334
15212,242,1,101.8,1,1,1,111
15213,319,2,328.35,1,3,2,132
15214,2,8,1614.64,5,5,4,554
15215,47,3,734.94,3,3,3,333
15216,88,1,96.6,2,1,1,211
15218,11,10,3402.05,5,5,5,555
15219,177,1,305.75,2,1,2,212
15220,52,6,1665.2,3,5,4,354
15221,367,1,403.25,1,1,2,112
15223,226,2,755.75,1,3,3,133
15224,359,2,322.08,1,3,2,132
15225,235,1,409.40000000000003,1,1,2,112
15226,311,1,154.41,1,1,1,111
15227,37,5,1140.08,3,4,4,344
15228,67,4,2611.75,3,4,5,345
15230,240,2,429.6,1,3,3,133
15232,114,2,358.06,2,3,2,232
15234,277,1,187.88,1,1,1,111
15235,218,12,2247.51,1,5,5,155
15236,299,1,321.05,1,1,2,112
15237,2,4,1405.48,5,4,4,544
15238,30,3,904.03,4,3,4,434
15239,11,2,766.67,5,3,3,533
15240,45,5,1203.45,3,4,4,344
15241,67,8,1524.96,3,5,4,354
15243,75,1,316.68,2,1,2,212
15244,66,2,631.57,3,3,3,333
15245,135,3,1524.76,2,3,4,234
15246,239,2,490.75,1,3,3,133
15247,123,1,111.19999999999999,2,1,1,211
15249,32,13,6598.16,4,5,5,455
15251,41,8,3172.17,3,5,5,355
15252,37,2,740.78,3,3,3,333
15253,17,5,857.24,4,4,4,444
15254,128,1,253.32,2,1,2,212
15255,67,1,890.85,3,1,4,314
15256,149,1,98.45,2,1,1,211
15257,284,1,317.15,1,1,2,112
15258,169,2,623.16,2,3,3,233
15260,101,6,1752.77,2,5,5,255
15261,136,1,254.82,2,1,2,212
15262,324,1,178.95000000000002,1,1,1,111
15263,107,1,156.51,2,1,1,211
15264,65,1,393.74,3,1,2,312
15265,152,2,1506.1200000000001,2,3,4,234
15266,339,1,119.3,1,1,1,111
15269,24,1,408.8,4,1,2,412
15270,16,7,1217.0500000000002,4,5,4,454
15271,8,15,2493.34,5,5,5,555
15272,58,2,705.5600000000001,3,3,3,333
15274,5,2,681.77,5,3,3,533
15275,38,1,557.54,3,1,3,313
15276,67,1,128.63,3,1,1,311
